Source,Target,Weight
586,3932,1
586,3975,1
586,4010,1
586,4132,1
586,4133,1
586,4138,1
586,4173,1
586,4202,1
586,4203,1
586,4315,1
586,4370,1
586,4485,1
586,4626,1
586,4645,1
586,4914,1
586,4985,1
586,4998,1
586,5002,2
586,5009,1
586,5010,1
586,5011,1
586,5066,1
586,5078,1
586,5109,1
586,5118,1
586,5120,1
586,5307,3
586,5311,1
586,5355,1
586,5373,1
586,5386,1
586,5402,1
586,5403,1
586,5405,1
586,5555,1
586,5597,1
586,5665,1
586,5919,1
586,5920,1
586,5922,1
586,5923,2
586,5924,1
586,5927,1
586,5928,1
586,5929,1
586,5930,1
586,5933,2
586,5934,3
586,5935,3
586,5960,2
586,5985,1
586,5991,1
586,5992,1
586,5993,1
586,5996,14
586,5998,1
586,6001,1
586,6004,1
586,6006,1
586,6149,1
586,6158,1
586,6186,1
586,6189,1
586,6192,1
586,6193,1
586,6195,1
586,6200,1
586,6201,1
586,6203,1
586,6204,1
586,6207,1
586,6212,1
586,6214,1
586,6215,1
586,6216,1
586,6217,1
586,6808,1
586,6832,1
586,6848,1
586,6855,1
586,6860,1
586,6868,1
586,7521,1
586,8505,1
586,8590,1
586,8778,1
586,8785,1
586,8837,1
586,8891,1
586,8901,1
586,9030,1
586,9093,1
586,9111,1
586,9112,1
586,9248,1
586,9567,1
586,9758,1
586,9931,1
586,10745,1
586,10756,1
586,11487,1
586,13069,1
586,13117,1
586,13333,1
586,13338,1
586,13342,1
586,13370,1
586,13404,1
586,13434,1
586,13436,1
586,13457,1
586,13467,1
586,13474,1
586,13491,1
586,13544,1
586,13549,1
586,13558,1
586,13582,1
586,13584,1
586,13603,1
586,13612,1
586,14369,1
586,14490,1
586,14657,1
586,15297,1
586,16669,1
586,16859,1
586,17224,1
586,17490,1
586,17492,1
586,17963,1
586,18082,1
586,19104,1
586,19287,1
586,19288,1
586,19491,1
586,22449,1
586,22853,1
586,23180,1
586,23181,1
586,23182,1
586,23212,1
586,23983,1
586,23984,1
586,23985,1
586,23986,1
586,23987,1
586,23988,1
586,23989,1
586,23991,1
586,23992,1
586,23993,1
586,23994,1
586,23995,1
586,23996,1
586,23997,1
587,302,82
587,307,10
587,319,2
587,324,26
587,376,42
587,454,2
587,518,67
587,519,35
587,520,51
587,521,96
587,526,1
587,527,4
587,528,3
587,546,2
587,547,3
587,548,3
587,549,1
587,550,3
587,551,2
587,554,4
587,555,41
587,570,98
587,571,86
587,572,54
587,573,1
587,580,45
587,581,35
587,582,1
587,583,6
587,584,43
587,585,532
587,586,193
587,587,51
587,588,151
587,589,33
587,590,68
587,598,2
587,600,5
587,603,1
587,605,14
587,609,1
587,610,1
587,611,56
587,612,3
587,613,1
587,614,3
587,620,45
587,655,8
587,735,4
587,739,2
587,743,9
587,746,43
587,752,42
587,763,40
587,783,42
587,790,3
587,800,102
587,802,211
587,803,228
587,804,1
587,805,85
587,806,115
587,807,3
587,808,123
587,883,1
587,891,65
587,925,2
587,998,6
587,1070,6
587,1072,6
587,1073,8
587,1098,1
587,1099,2
587,1102,41
587,1103,6
587,1105,2
587,1148,2
587,1161,2
587,1165,74
587,1171,4
587,1173,59
587,1185,1
587,1205,55
587,1231,41
587,1232,57
587,1237,41
587,1261,43
587,1262,41
587,1263,43
587,1264,41
587,1272,49
587,1273,11
587,1274,65
587,1275,48
587,1276,1
587,1279,72
587,1281,46
587,1282,47
587,1284,47
587,1296,2
587,1297,1
587,1312,1
587,1320,53
587,1322,49
587,1324,1
587,1337,23
587,1406,4
587,1584,1
587,1632,2
587,1711,41
587,1771,1
587,1819,4
587,1888,4
587,2084,3
587,2273,1
587,3081,6
587,3087,70
587,3103,174
587,3148,1
587,3179,2
587,3181,45
587,3183,10
587,3186,27
587,3187,62
587,3189,50
587,3190,21
587,3191,42
587,3192,58
587,3195,81
587,3196,51
587,3198,46
587,3202,41
587,3246,65
587,3247,71
587,3248,44
587,3249,2
587,3250,2
587,3251,40
587,3252,65
587,3253,4
587,3254,67
587,3255,89
587,3256,3
587,3257,21
587,3258,3
587,3261,43
587,3262,43
587,3263,41
587,3264,1
587,3265,4
587,3347,4
587,3375,41
587,3377,41
587,3381,40
587,3411,43
587,3634,41
587,3639,24
587,3640,2
587,3642,40
587,3655,8
587,3661,41
587,3669,1
587,3756,2
587,3801,1
587,3911,6
587,4006,2
587,4010,3
587,4132,3
587,4173,1
587,4211,41
587,4212,41
587,4400,4
587,4643,2
587,4645,28
587,4719,1
587,4728,12
587,5000,1
587,5001,1
587,5003,2
587,5034,1
587,5078,2
587,5097,2
587,5109,49
587,5307,1
587,5313,13
587,5314,4
587,5364,41
587,5399,1
587,5530,83
587,5544,2
587,5546,15
587,5548,16
587,5555,1
587,5556,2
587,5607,1
587,5923,13
587,5928,41
587,5933,23
587,5934,13
587,5935,13
587,5936,5
587,5937,10
587,5940,2
587,5941,2
587,5942,2
587,5944,2
587,5945,4
587,5946,37
587,5947,41
587,5959,2
587,5960,7
587,5964,2
587,5966,2
587,5967,2
587,5969,2
587,5971,2
587,5986,1
587,5991,3
587,5996,3
587,5998,1
587,6008,5
587,6020,4
587,6134,2
587,6136,4
587,6137,9
587,6141,41
587,6142,40
587,6143,41
587,6144,41
587,6145,40
587,6146,40
587,6147,41
587,6148,42
587,6149,41
587,6150,41
587,6151,41
587,6152,40
587,6153,41
587,6154,41
587,6155,43
587,6156,40
587,6157,41
587,6158,43
587,6159,41
587,6160,41
587,6161,40
587,6162,40
587,6163,40
587,6164,45
587,6165,42
587,6166,43
587,6167,40
587,6168,40
587,6169,41
587,6170,40
587,6171,32
587,6172,26
587,6179,2
587,6186,4
587,6206,4
587,6224,1
587,6225,2
587,6226,2
587,6227,2
587,6233,2
587,6305,2
587,6308,8
587,6511,2
587,6804,2
587,7153,6
587,7154,6
587,7156,6
587,7184,2
587,7317,3
587,7464,3
587,7481,4
587,7494,6
587,7499,6
587,7500,1
587,7501,6
587,7503,2
587,7613,16
587,7614,17
587,7658,2
587,7700,6
587,7720,4
587,7723,2
587,7790,6
587,7791,2
587,7796,6
587,7830,4
587,7870,4
587,8852,1
587,9734,2
587,12969,13
587,13005,2
587,13500,1
587,13598,18
587,13605,2
587,13617,1
587,13624,74
587,14262,1
587,15257,1
587,16001,1
587,16712,2
587,17323,1
587,18566,3
587,18582,2
587,18584,4
587,18588,2
587,18589,2
587,18593,2
587,18595,2
587,18603,2
587,18606,2
587,18609,2
587,18621,2
587,18627,2
587,18631,2
587,18633,2
587,18634,7
587,18635,2
587,18636,5
587,18637,6
587,18644,1
587,18652,1
587,18655,1
587,18662,2
587,18676,2
587,18677,2
587,18679,2
587,18680,2
587,18681,2
587,18682,2
587,18683,2
587,18684,2
587,18690,2
587,18773,1
587,18782,1
587,18785,2
587,18811,2
587,18870,2
587,18918,6
587,18919,6
587,18922,6
587,18923,6
587,18924,6
587,18925,6
587,18929,8
587,18930,6
587,18931,6
587,18932,2
587,18952,2
587,19000,2
587,19001,2
587,19002,2
587,19003,4
587,19019,3
587,19061,2
587,19064,2
587,19065,2
587,19070,2
587,19082,13
587,19145,5
587,19165,1
587,19166,1
587,19187,1
587,19194,2
587,19195,2
587,19658,1
587,19667,1
587,19815,2
587,19816,2
587,19874,9
587,19996,1
587,20399,4
587,20400,8
587,20513,1
587,20528,3
587,20530,3
587,20682,1
587,20683,1
587,20684,1
587,20685,1
587,20867,1
587,20966,1
587,21026,2
587,21027,2
587,21028,2
587,21029,4
587,21030,2
587,21031,2
587,21032,2
587,21033,1
587,21295,2
587,21469,1
587,21470,2
587,21707,2
587,22362,1
587,22364,1
587,22846,2
587,23005,2
587,23181,2
587,23245,1
587,23246,2
587,23247,1
587,23248,1
587,23249,1
587,23310,2
587,23377,2
587,23493,1
587,23513,1
587,23536,1
587,23666,1
587,23795,1
587,23870,1
587,23871,1
587,23872,1
587,23873,1
588,302,2
588,324,2
588,376,2
588,518,2
588,520,2
588,521,2
588,555,2
588,570,6
588,571,4
588,572,2
588,580,2
588,581,4
588,584,2
588,585,28
588,586,26
588,587,23
588,590,2
588,611,2
588,620,2
588,746,2
588,752,2
588,763,2
588,783,2
588,800,8
588,802,10
588,803,9
588,804,1
588,805,2
588,806,4
588,808,2
588,891,4
588,925,1
588,1102,2
588,1124,4
588,1126,9
588,1173,2
588,1205,2
588,1231,2
588,1232,2
588,1237,2
588,1261,2
588,1262,2
588,1263,2
588,1264,2
588,1272,2
588,1274,2
588,1275,2
588,1279,2
588,1281,2
588,1282,2
588,1284,2
588,1320,2
588,1322,2
588,1711,2
588,3103,4
588,3181,2
588,3187,2
588,3189,3
588,3191,2
588,3192,2
588,3195,2
588,3196,2
588,3198,2
588,3202,2
588,3246,2
588,3247,2
588,3248,2
588,3251,2
588,3252,4
588,3254,2
588,3255,2
588,3256,2
588,3257,2
588,3261,2
588,3262,2
588,3263,2
588,3375,2
588,3377,2
588,3381,2
588,3411,2
588,3634,2
588,3639,2
588,3642,2
588,3661,2
588,4211,2
588,4212,2
588,5109,2
588,5364,2
588,5530,2
588,5544,1
588,5928,2
588,5946,2
588,5947,2
588,5964,2
588,5996,4
588,6141,2
588,6142,2
588,6143,2
588,6144,2
588,6145,2
588,6146,2
588,6147,2
588,6148,2
588,6149,2
588,6150,2
588,6151,2
588,6152,2
588,6153,2
588,6154,2
588,6155,2
588,6156,2
588,6157,2
588,6158,2
588,6159,2
588,6160,2
588,6161,2
588,6162,2
588,6163,2
588,6164,2
588,6165,2
588,6166,2
588,6167,2
588,6168,2
588,6169,2
588,6170,2
588,6171,2
588,6172,2
588,6179,1
588,19367,2
589,302,2
589,518,2
589,519,2
589,521,2
589,570,34
589,571,1
589,580,1
589,581,2
589,583,2
589,585,53
589,586,9
589,587,41
589,588,9
589,589,1
589,590,38
589,611,2
589,802,10
589,803,6
589,805,2
589,806,2
589,808,13
589,1098,3
589,1099,2
589,1100,6
589,1101,2
589,1102,9
589,1103,10
589,1126,10
589,1137,9
589,1173,1
589,1205,8
589,1231,6
589,1232,9
589,1261,36
589,1262,9
589,1263,6
589,1275,2
589,3103,2
589,3183,1
589,3189,2
589,3191,2
589,3246,1
589,3265,2
589,3738,1
589,3842,1
589,5120,1
589,5364,2
589,5936,8
589,5996,12
589,6224,5
589,8449,2
589,13432,5
589,13593,2
589,18648,2
589,18662,10
589,19121,2
589,19144,2
589,20667,2
589,22848,2
590,585,3
590,587,1
590,1173,1
590,1261,2
590,1284,2
590,3261,2
590,6150,2
591,548,1
591,740,4
591,742,2
591,793,2
591,1187,1
591,1501,1
591,1506,13
591,3109,2
591,3111,3
591,4343,1
591,4348,1
591,4393,1
591,4402,1
591,4404,4
591,5438,2
591,26085,2
591,26087,2
591,26089,2
592,518,1
592,520,1
592,527,1
592,528,1
592,1573,1
592,3081,1
593,523,2
595,542,10
595,3077,2
595,3997,14
595,24200,2
596,518,10
596,519,6
596,521,13
596,527,10
596,528,25
596,542,1
596,546,2
596,547,13
596,548,12
596,550,20
596,551,22
596,572,1
596,573,1
596,583,1
596,596,25
596,597,1
596,598,11
596,599,1
596,600,1
596,601,1
596,602,1
596,603,1
596,604,1
596,605,1
596,606,1
596,613,2
596,750,4
596,788,4
596,1077,1
596,1187,2
596,1509,25
596,1584,1
596,1937,21
596,3085,39
596,3086,40
596,3089,4
596,3091,1
596,3109,44
596,3116,42
596,3138,1
596,3140,18
596,3148,2
596,5603,6
596,6881,1
596,6889,1
596,15307,21
596,24196,14
596,24207,1
598,546,4
598,548,2
598,597,1
598,3110,2
598,3129,2
599,599,5
599,756,1
599,792,1
599,1044,1
599,1063,5
599,1314,5
599,1505,6
599,1506,7
599,1794,2
599,1825,1
599,3131,1
599,5019,5
599,5036,1
599,5449,2
599,5542,1
600,520,4
600,521,2
600,527,6
600,528,1
600,542,1
600,547,4
600,548,7
600,609,2
600,746,1
600,1018,2
600,1185,2
600,1393,1
600,3081,1
600,3207,3
600,3248,2
600,4404,6
600,6890,2
600,53263,1
601,521,2
601,4404,4
602,518,6
602,519,1
602,520,7
602,521,5
602,527,5
602,528,21
602,546,5
602,547,3
602,548,2
602,549,4
602,550,8
602,551,8
602,572,2
602,586,1
602,596,8
602,597,2
602,598,4
602,600,6
602,602,1
602,603,1
602,605,1
602,610,1
602,613,3
602,615,3
602,616,1
602,740,2
602,746,4
602,750,1
602,752,2
602,788,3
602,789,2
602,1185,4
602,1295,2
602,1296,1
602,1751,1
602,3080,2
602,3081,1
602,3089,1
602,3091,1
602,3109,2
602,3111,1
602,3129,2
602,3140,1
602,3150,2
602,3250,1
602,3483,1
602,3911,4
602,4203,1
602,4377,4
602,4404,5
602,5043,1
602,5107,7
602,5546,1
602,5561,1
602,5582,5
602,5607,1
602,5824,1
602,5850,1
602,6504,1
602,6877,2
602,6878,1
602,6885,1
602,6890,1
602,6892,3
602,6895,1
602,8402,1
602,14369,1
602,24197,1
602,52621,1
602,52622,1
602,52624,2
603,517,8
603,518,2
603,519,1
603,520,8
603,521,2
603,527,3
603,528,5
603,547,1
603,548,1
603,551,1
603,554,2
603,572,2
603,596,2
603,600,1
603,602,1
603,603,4
603,609,1
603,746,16
603,750,2
603,751,2
603,760,1
603,763,2
603,783,5
603,1185,2
603,1406,1
603,2273,5
603,3084,2
603,3091,3
603,3092,2
603,3111,1
603,3112,1
603,3117,2
603,3140,2
603,3150,2
603,3881,2
603,4343,3
603,4377,27
603,4393,1
603,4404,8
603,5034,5
603,6066,5
603,6885,4
603,15353,4
603,16001,4
603,38299,6
603,38300,4
603,38442,2
603,52625,1
603,52626,1
604,572,22
604,600,5
604,602,1
604,612,1
604,613,3
604,614,4
604,615,2
604,620,1
604,932,6
604,958,2
604,1009,1
604,1048,5
604,1268,3
604,1406,19
604,1422,12
604,1446,1
604,1551,1
604,1555,1
604,1560,1
604,1581,4
604,1671,1
604,1819,2
604,1863,1
604,1889,4
604,3074,2
604,3921,1
604,4203,6
604,4343,2
604,4390,12
604,4393,1
604,4394,6
604,4404,11
604,5582,1
604,5721,1
604,5768,3
604,6885,2
604,6890,5
604,7114,13
604,8418,1
604,8482,3
604,8692,1
604,9287,2
604,9342,1
604,9386,1
604,14400,1
604,15554,1
604,16053,2
604,17214,1
604,18652,3
604,19381,1
604,19389,2
604,19535,3
604,26049,2
604,26372,2
604,27007,2
604,27982,1
604,28066,1
604,28450,1
604,29253,5
604,33491,1
604,36962,5
604,38065,1
604,38323,2
604,44034,5
604,47736,1
604,52304,4
604,52410,1
604,52513,1
604,53036,3
604,53278,12
604,53456,4
604,53672,1
604,53682,2
604,53717,6
604,53719,1
604,53726,1
604,53728,4
604,53781,5
604,53792,1
604,53818,7
604,53894,2
604,53895,1
604,53896,2
604,53899,1
604,53900,1
604,53901,3
604,53902,2
604,53903,2
604,53904,2
604,53905,2
604,53909,1
604,53914,4
604,53919,1
604,53920,2
604,53921,4
604,53932,1
604,53934,3
604,53935,1
604,53937,1
604,53938,1
604,53945,3
604,53946,3
604,53948,2
604,53955,5
604,53956,2
604,53960,1
604,53964,1
604,53967,1
604,53969,2
604,53973,1
604,53974,2
604,53975,7
604,53976,1
604,53977,1
604,53978,1
604,53979,1
604,53980,1
604,53981,1
604,53982,2
604,53983,1
604,53984,1
604,53985,1
604,53986,1
605,187,1
605,518,1
605,519,24
605,520,1
605,521,1
605,530,4
605,542,3
605,552,9
605,567,4
605,571,2
605,573,1
605,574,12
605,585,1
605,587,2
605,595,1
605,596,1
605,600,9
605,602,3
605,605,4
605,610,5
605,775,1
605,787,1
605,789,1
605,794,3
605,844,1
605,1165,1
605,1185,1
605,1187,1
605,1188,9
605,1208,1
605,1209,11
605,1210,2
605,1232,18
605,1255,1
605,1268,1
605,1284,2
605,1295,3
605,1296,95
605,1337,2
605,1341,10
605,1430,3
605,1451,7
605,1499,7
605,1535,1
605,1711,1
605,1751,5
605,1816,1
605,1838,4
605,3077,9
605,3079,3
605,3089,4
605,3103,5
605,3106,2
605,3111,2
605,3115,4
605,3120,5
605,3150,1
605,3162,2
605,3247,1
605,3264,3
605,3288,1
605,3638,2
605,3639,2
605,3911,4
605,3997,1
605,4006,14
605,4400,1
605,4442,3
605,5035,4
605,5039,1
605,5048,5
605,5051,1
605,5456,1
605,5463,10
605,5622,1
605,5662,7
605,5801,3
605,5813,1
605,5850,2
605,6143,1
605,6218,1
605,6809,14
605,6831,1
605,6877,2
605,6880,9
605,6881,5
605,6886,2
605,7191,3
605,7464,2
605,7517,1
605,7526,1
605,8305,13
605,8306,9
605,8307,3
605,8480,2
605,8597,12
605,8615,2
605,9037,3
605,11963,3
605,12969,6
605,13443,1
605,13461,2
605,14268,1
605,14796,1
605,15146,1
605,15346,1
605,15348,6
605,15401,2
605,16441,4
605,16681,14
605,17778,14
605,17833,1
605,18198,3
605,18306,7
605,19082,7
605,19118,1
605,19490,1
605,21031,8
605,23310,7
605,23439,4
605,23440,1
605,23990,2
605,24082,1
605,24222,1
605,24477,4
605,25074,14
605,25772,3
605,26424,4
605,29286,4
605,29463,4
605,32695,8
605,33926,1
605,33927,1
605,33928,1
605,35376,1
605,35384,1
605,35393,1
605,36913,3
605,38162,2
605,38572,1
605,39929,3
605,45736,4
605,46572,1
605,47129,2
605,47297,6
605,47308,3
605,47309,7
605,48729,2
605,49005,2
605,50645,1
605,51291,1
605,54499,1
605,54500,5
605,54501,2
605,54502,2
605,54503,2
605,54504,3
605,54505,1
605,54506,2
605,54507,4
605,54508,2
605,54509,2
605,54510,6
605,54511,2
605,54512,1
605,54513,1
605,54514,1
605,54515,2
605,54516,4
605,54517,1
605,54518,1
605,54519,1
605,54520,3
605,54521,7
605,54522,1
605,54523,2
605,54524,2
605,54525,1
605,54526,2
605,54527,2
605,54528,4
605,54529,6
605,54530,1
605,54531,3
605,54532,1
605,54533,1
605,54534,2
605,54535,1
605,54536,2
605,54537,1
605,54538,1
605,54539,1
605,54540,2
605,54541,1
605,54542,1
605,54543,1
605,54544,1
605,54545,1
605,54546,1
605,54547,1
605,54548,1
605,54549,2
605,54550,2
605,54551,3
605,54552,1
605,54553,2
605,54554,3
605,54555,1
605,54556,1
606,542,2
606,5032,2
608,518,1
608,1383,2
608,3826,1
608,4347,1
608,5386,1
608,5874,4
608,18168,1
609,187,1
609,302,9
609,319,3
609,478,1
609,489,1
609,517,40
609,520,100
609,521,9
609,584,1
609,599,1
609,600,3
609,601,1
609,603,12
609,609,59
609,611,2
609,737,1
609,738,73
609,739,34
609,741,2
609,743,36
609,745,3
609,746,18
609,751,15
609,759,73
609,760,1
609,763,19
609,765,4
609,769,8
609,772,53
609,776,5
609,783,9
609,784,23
609,785,44
609,786,26
609,787,21
609,793,1
609,802,3
609,803,6
609,804,2
609,806,3
609,891,4
609,917,3
609,925,4
609,927,1
609,945,1
609,970,3
609,988,2
609,995,3
609,1003,4
609,1034,6
609,1046,1
609,1070,6
609,1073,3
609,1077,1
609,1132,1
609,1134,6
609,1150,2
609,1162,2
609,1167,4
609,1173,1
609,1204,7
609,1276,3
609,1279,21
609,1310,8
609,1379,1
609,1387,1
609,1393,52
609,1399,4
609,1402,2
609,1505,1
609,1525,1
609,1683,3
609,1744,31
609,1747,1
609,1765,4
609,1784,2
609,1793,2
609,2273,3
609,3081,3
609,3084,2
609,3133,1
609,3170,1
609,3174,1
609,3175,2
609,3177,8
609,3181,3
609,3187,1
609,3189,5
609,3190,27
609,3191,1
609,3192,30
609,3195,13
609,3196,1
609,3203,2
609,3207,11
609,3246,4
609,3247,3
609,3248,18
609,3257,3
609,3281,2
609,3340,3
609,3382,3
609,3628,7
609,3631,4
609,3640,1
609,3669,16
609,3741,1
609,3792,1
609,3801,28
609,3804,1
609,3832,17
609,3834,1
609,3835,1
609,3838,2
609,3873,15
609,3881,28
609,3889,1
609,3893,34
609,3902,2
609,3903,4
609,3906,5
609,3908,5
609,3911,1
609,3914,7
609,3958,1
609,3995,1
609,4020,1
609,4103,2
609,4128,2
609,4214,1
609,4241,5
609,4243,5
609,4269,1
609,4271,2
609,4272,13
609,4290,3
609,4301,1
609,4341,2
609,4367,1
609,4373,4
609,4374,2
609,4375,3
609,4377,6
609,4384,2
609,4387,2
609,4388,26
609,4400,4
609,4406,1
609,4409,58
609,4511,1
609,4588,1
609,4645,2
609,4695,6
609,4711,2
609,4837,1
609,4840,6
609,4853,11
609,4864,3
609,4873,2
609,4898,9
609,4910,1
609,4980,4
609,4995,2
609,5017,4
609,5032,2
609,5067,4
609,5107,10
609,5116,6
609,5317,1
609,5433,1
609,5463,6
609,5529,1
609,5639,2
609,5679,2
609,5686,5
609,5687,27
609,5899,1
609,5913,1
609,5956,4
609,5972,1
609,5973,4
609,5978,1
609,5998,2
609,6138,4
609,6164,58
609,6253,8
609,6299,59
609,6311,1
609,6342,1
609,6345,3
609,6560,7
609,6593,15
609,6749,5
609,6760,10
609,6797,2
609,6798,3
609,6802,3
609,7086,1
609,7092,6
609,7096,1
609,7521,2
609,7615,5
609,7625,3
609,7766,2
609,8107,1
609,8891,4
609,9033,3
609,9758,1
609,10452,3
609,10453,1
609,10501,2
609,10732,1
609,10750,1
609,10973,1
609,14241,1
609,14261,1
609,14340,5
609,14498,1
609,14508,1
609,14511,1
609,14676,4
609,15886,6
609,15975,15
609,16000,1
609,16001,43
609,16009,148
609,16016,1
609,16020,2
609,16022,2
609,16032,4
609,16044,1
609,16045,2
609,16046,2
609,16167,1
609,16235,1
609,16331,2
609,16426,1
609,18264,2
609,19656,2
609,20713,2
609,21123,5
609,21138,2
609,21269,8
609,21387,2
609,24857,5
609,25417,6
609,28458,2
609,28459,2
609,28479,1
609,28512,2
609,29448,2
609,29576,1
609,30023,5
609,30493,16
609,31107,1
609,31165,3
609,31385,1
609,34744,2
609,34925,1
609,38704,2
609,38705,2
609,38826,26
609,39035,2
609,40728,2
609,40893,4
609,41403,1
609,45677,2
609,46580,13
609,47985,2
609,49421,10
609,49456,1
609,49463,2
609,49563,8
609,49593,3
609,52220,1
609,53989,10
609,53991,1
609,53999,2
609,54004,2
609,54011,1
609,54012,12
609,54016,4
609,54017,1
609,54018,1
609,54019,6
609,54020,1
609,54021,29
609,54027,6
609,54030,4
609,54054,5
609,54056,2
609,54057,2
609,54067,2
609,54068,11
609,54069,6
609,54070,8
609,54088,2
609,54100,6
609,54101,34
609,54110,3
609,54112,6
609,54142,5
609,54143,6
609,54144,1
609,54148,1
609,54236,2
609,54240,13
609,54243,1
609,54278,1
609,54281,1
609,54297,1
609,54298,1
609,54350,3
609,54351,1
609,54352,1
609,54354,3
609,54355,7
609,54356,4
609,54357,2
609,54358,1
609,54359,1
609,54360,2
609,54361,2
609,54362,4
609,54363,2
609,54364,2
609,54365,2
609,54366,11
609,54367,2
609,54368,2
609,54369,2
609,54370,2
609,54371,1
609,54372,2
609,54373,2
609,54374,2
609,54375,2
609,54376,4
609,54377,2
609,54378,1
609,54379,1
609,54380,2
609,54381,2
609,54382,2
609,54383,1
609,54384,2
609,54385,2
609,54386,2
609,54387,1
609,54388,2
609,54389,1
609,54390,2
609,54391,1
609,54392,2
609,54393,1
609,54394,1
609,54395,1
609,54396,2
609,54397,1
609,54398,2
609,54399,1
609,54400,1
609,54401,1
609,54402,1
610,521,1
610,549,1
610,571,4
610,572,1
610,584,8
610,597,4
610,602,3
610,605,1
610,789,5
610,3110,4
610,6885,2
611,518,1
611,520,7
611,521,6
611,542,1
611,572,1
611,581,1
611,582,1
611,583,5
611,585,27
611,609,3
611,614,4
611,746,8
611,998,2
611,1070,2
611,1073,5
611,1092,2
611,1393,3
611,3189,1
611,5313,1
611,8418,2
611,22792,1
612,585,1
612,604,1
612,612,1
612,617,2
612,886,1
612,899,2
612,919,4
612,938,5
612,973,2
612,998,1
612,1007,1
612,1032,1
612,1044,1
612,1055,11
612,1070,2
612,1150,1
612,1365,2
612,1397,2
612,1399,1
612,1403,2
612,1406,8
612,1408,3
612,1446,2
612,1566,2
612,1572,1
612,1574,3
612,1582,3
612,1665,1
612,1666,4
612,1667,1
612,1670,1
612,1672,1
612,1759,1
612,1773,6
612,1798,2
612,1819,1
612,1828,1
612,1832,1
612,1865,2
612,1876,2
612,1889,2
612,3911,2
612,4375,5
612,5661,1
612,7122,4
612,14651,1
613,519,1
613,530,1
613,542,1
613,546,1
613,552,1
613,750,1
613,977,1
613,1134,3
613,1170,1
613,1171,1
613,1889,3
613,3266,1
613,4203,1
613,4985,1
613,6891,1
613,7860,1
613,28049,1
613,33963,1
614,570,1
614,582,1
614,583,3
614,585,6
614,611,1
614,1889,2
616,1077,2
616,3091,2
616,3176,1
616,3177,2
616,3840,2
616,3873,2
616,14404,2
616,16170,2
617,739,1
620,260,2
620,302,1
620,518,6
620,519,9
620,521,13
620,543,1
620,555,2
620,571,1
620,585,2
620,586,1
620,587,1
620,611,1
620,614,1
620,735,5
620,739,1
620,743,2
620,802,4
620,803,1
620,876,4
620,892,1
620,901,1
620,918,22
620,920,3
620,931,8
620,939,1
620,943,7
620,948,45
620,958,41
620,960,18
620,981,1
620,992,9
620,993,1
620,998,22
620,1000,2
620,1018,1
620,1026,11
620,1045,5
620,1048,2
620,1073,2
620,1112,37
620,1120,1
620,1132,2
620,1219,1
620,1233,1
620,1320,1
620,1371,1
620,1405,1
620,1406,2
620,1415,1
620,1416,1
620,1437,2
620,1536,5
620,1560,1
620,1656,2
620,1682,4
620,1768,4
620,1819,1
620,1839,1
620,1863,1
620,1864,6
620,1873,4
620,1888,1
620,2004,1
620,2211,1
620,3044,1
620,3103,2
620,3189,2
620,3192,1
620,3207,1
620,3247,4
620,3251,1
620,3253,1
620,3321,1
620,3330,7
620,3341,1
620,3631,2
620,3777,4
620,4448,1
620,4488,2
620,4500,1
620,4532,6
620,4534,1
620,4612,1
620,4855,1
620,4879,1
620,4886,1
620,4993,1
620,5307,2
620,5387,6
620,5388,6
620,5407,1
620,5430,4
620,5556,3
620,5651,1
620,5670,2
620,5768,2
620,5962,4
620,8199,1
620,8441,1
620,8555,3
620,8571,1
620,9029,2
620,9093,1
620,9094,1
620,9180,1
620,9277,2
620,9296,1
620,9727,2
620,10951,3
620,14100,4
620,14333,1
620,14342,1
620,14343,2
620,14947,1
620,15568,1
620,15576,4
620,15835,4
620,15847,28
620,15863,2
620,15909,1
620,16025,1
620,16054,1
620,16363,1
620,16593,1
620,16731,4
620,17180,1
620,17240,1
620,18508,1
620,18545,1
620,20655,5
620,24801,2
620,25924,2
620,27019,1
620,28366,7
620,28369,1
620,29187,1
620,30404,1
620,33790,1
620,34013,1
620,34022,1
620,35214,1
620,35227,1
620,38049,2
620,39538,3
620,39581,1
620,42286,1
620,47384,24
620,47385,40
620,47399,6
620,47413,40
620,47414,18
620,47415,18
620,47416,1
620,47417,1
620,47418,1
620,47419,15
620,47420,8
620,47421,1
620,47422,3
620,47423,1
620,47424,2
620,47425,4
620,47426,2
620,47427,4
620,47428,1
620,47429,3
620,47430,4
620,47431,2
620,47432,2
620,47433,6
620,47434,1
620,47435,4
620,47436,1
620,47437,1
620,47438,1
620,47439,1
620,47440,4
620,47441,1
620,47442,1
620,47443,2
620,47444,2
620,47445,2
620,47446,1
620,47447,1
620,47448,1
620,47449,1
620,47450,1
620,47451,1
620,47452,1
620,47453,1
620,47454,1
620,47455,1
620,47456,1
620,47457,1
620,47458,1
620,47459,1
621,523,20
621,524,5
621,562,4
621,621,4
621,622,4
621,623,4
621,624,4
621,625,4
621,626,4
621,627,4
621,628,4
621,629,4
621,630,4
621,631,4
621,632,4
621,633,4
621,634,4
621,635,4
621,636,4
621,637,4
621,638,4
621,639,4
621,640,4
621,641,4
621,642,4
621,643,4
621,644,4
621,645,4
621,646,4
621,647,4
621,648,4
621,649,4
621,1071,2
621,6368,2
621,7536,2
635,3728,2
655,581,3
655,585,11
655,655,20
655,3103,2
